symbol,stage1_history_days,stage1_ret_5d,stage1_ret_20d,stage1_ret_63d,stage1_ret_126d,stage1_pullback_20d,stage1_median_volume_20d,discovery_order,value_seed,adaptive_deep_score,adaptive_momentum_score,adaptive_pullback_score,adaptive_volume_rank,deep_selection_tier,deep_selection_reason,deep_selected,discovery_dir_5d,discovery_dir_20d,discovery_dir_63d,discovery_dir_acceleration,discovery_dir_regime_shift,discovery_breakout_direction_score,discovery_breakout_confidence,discovery_breakout_direction,discovery_breakout_candidate,discovery_breakout_score,discovery_freshness_score,discovery_source_tier,prior_direction,prior_candidate,discovery_signal_freshness,fresh_discovery_rank
AMS.SW,353,-0.070757361849021,-0.1119915903357779,-0.1048988897057919,1.0625767181291974,0.1405930508734555,404640.0,1540,False,37.89445452089614,53.6896973384042,0.0,24.562281140570285,not_selected,,False,-0.8885821900508734,-0.7321117067794828,-0.3965896573718505,-0.693770760267053,-0.6566513296579238,-0.7135103173351133,63.277193125147015,DOWN,True,85.67551586675566,84.03894797769289,not_selected,MIXED,0.0,NEW,28.0
APAM.AS,361,-0.0987453952696517,-0.0607338119912462,-0.1026780492431025,0.3548820640810728,0.0987453952696517,95578.0,1965,False,52.25957740837971,51.08755675356311,72.5535908343402,11.005502751375689,not_selected,,False,-0.9622112479606395,-0.4669127521224339,-0.3890772314517512,-0.93171528529093,-0.2741781755083061,-0.6775140217455796,58.70714921293676,DOWN,True,83.87570108727898,85.07886484335057,not_selected,MIXED,0.0,NEW,29.0
NVST,355,-0.0739398660473003,-0.0900997397977055,0.0428571117167571,0.0043238482977101,0.0897755783812256,2088900.0,816,False,52.432213920747024,48.410639087521176,70.87138859922767,57.82891445722862,not_selected,,False,-0.9012424148840699,-0.635644551871403,0.16976865846293654,-0.7732250761701527,-0.7767211473109465,-0.6361356936287564,59.58958944995137,DOWN,True,81.80678468143782,88.72243505347153,not_selected,,,NEW,30.0
OUT1V.HE,354,-0.0819529653159385,-0.0706090199578026,-0.1275890638599933,0.0798963519051165,0.0819529653159385,808862.0,1726,False,39.69955201959467,37.01251986477316,78.05111254537726,35.26763381690846,not_selected,,False,-0.9273409485247616,-0.5287500183915269,-0.47022272942099475,-0.8580790712665857,-0.29226914440996254,-0.6817659272627729,61.556744478067976,DOWN,True,84.08829636313865,83.00227984333839,not_selected,MIXED,0.0,NEW,31.0
DEVO.L,358,-0.1641791044776119,-0.125,-0.65,-0.711934147334288,0.1764705882352941,161707.0,338,True,12.28677796262426,2.8840260027480658,0.0,15.757878939469736,core,core,True,-0.9971923902760168,-0.7785453640552635,-0.9890274022010992,-0.9902346185122209,0.6715121508701535,-0.7730438770422147,67.53595932298768,DOWN,True,88.65219385211074,70.4311624614195,core,MIXED,0.0,NEW,32.0
BAR.BR,361,-0.0795524997409846,-0.0673803329416342,-0.1384525910703465,-0.2203332059779064,0.0795524997409846,80590.5,1499,False,33.59790949986912,19.948972705837264,78.83697925146336,9.854927463731864,not_selected,,False,-0.920310167316696,-0.5090915785143306,-0.5033705513143852,-0.8494428076758893,-0.23007749737888036,-0.6717678387938151,58.09329979604142,DOWN,True,83.58839193969075,81.63324745359681,not_selected,MIXED,0.0,NEW,33.0
AAG.DE,359,-0.0652174318670545,-0.0915493104363738,-0.1254237546759137,-0.0652174318670545,0.1313131793163267,33691.0,346,True,26.096598231704714,26.85689608124846,0.0,4.302151075537769,core,core,True,-0.8628384565178014,-0.6427883539176638,-0.4634491562500715,-0.6892901496661135,-0.47563083373720516,-0.6744871121792103,57.76666635349759,DOWN,True,83.72435560896051,80.72546945454977,core,MIXED,0.0,NEW,34.0
BPE5.DE,359,0.0649061417401917,0.0932548765028391,0.1436568316264159,0.1000814344882581,0.0,939262.0,1591,False,59.32990968309714,72.20488426189803,0.0,38.4192096048024,adaptive,adaptive_balanced,True,0.8612391322841109,0.6510528400543506,0.5187494998915064,0.6814672890234705,0.44343245303610257,0.6795840777908513,61.68100908153231,UP,True,83.97920388954256,79.90775482139459,adaptive,MIXED,0.0,NEW,35.0
UMI.BR,361,-0.0654450259601632,-0.0861774919684268,-0.1074999968210855,0.3514712478159421,0.1052631746677974,359245.0,1487,False,51.00036986091668,48.96180602835016,58.80616730117299,23.31165582791396,not_selected,,False,-0.8639969489078307,-0.6157594340930516,-0.4053212980628014,-0.7054225214721943,-0.47808974677190186,-0.6628306168766613,58.658354316441105,DOWN,True,83.14153084383307,81.2928025163546,not_selected,MIXED,0.0,NEW,36.0
HEI.DE,359,-0.0852341637863337,-0.0578052927574381,-0.1697085733443964,-0.0618760476500797,0.1072056436960953,443222.5,1605,False,37.67927234998879,27.009689906716563,63.375518340097855,25.96298149074537,not_selected,,False,-0.9359919684876814,-0.44761266475524564,-0.5907610413850762,-0.8886893671367389,-0.039275338413066345,-0.6629803202115316,58.935269085337254,DOWN,True,83.14901601057659,79.56972285417268,not_selected,MIXED,0.0,NEW,37.0
